ID,Description,Data_type,Method_WES,N_WES,N_Case_WES,N_Control_WES,Gender_specific,URL
22617_1151,Job SOC coding: Financial institution managers,Binary,LR,16336,236,16100,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1151.v1.fastGWA.gz
22617_2111,Job SOC coding: Chemists,Binary,LR,16336,199,16137,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2111.v1.fastGWA.gz
22617_4215,Job SOC coding: Personal assistants and other secretaries,Binary,MLM,16336,963,15373,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4215.v1.fastGWA.gz
22617_2311,Job SOC coding: Higher education teaching professionals,Binary,MLM,16336,527,15809,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2311.v1.fastGWA.gz
22617_4211,Job SOC coding: Medical secretaries,Binary,LR,16336,169,16167,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4211.v1.fastGWA.gz
22617_1132,Job SOC coding: Marketing and sales managers,Binary,LR,16336,430,15906,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1132.v1.fastGWA.gz
22617_2421,Job SOC coding: Chartered and certified accountants,Binary,LR,16336,362,15974,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2421.v1.fastGWA.gz
22617_9149,Job SOC coding: Other goods handling and storage occupations n.e.c.,Binary,LR,16336,248,16088,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_9149.v1.fastGWA.gz
22617_9219,Job SOC coding: Elementary office occupations n.e.c.,Binary,LR,16336,681,15655,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_9219.v1.fastGWA.gz
22617_2112,Job SOC coding: Biological scientists and biochemists,Binary,LR,16336,171,16165,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2112.v1.fastGWA.gz
22617_4122,Job SOC coding: Accounts and wages clerks, book-keepers, other financial clerks,Binary,LR,16336,548,15788,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4122.v1.fastGWA.gz
22617_2132,Job SOC coding: Software professionals,Binary,MLM,16336,555,15781,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2132.v1.fastGWA.gz
22617_6111,Job SOC coding: Nursing auxiliaries and assistants,Binary,LR,16336,225,16111,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_6111.v1.fastGWA.gz
22617_4216,Job SOC coding: Receptionists,Binary,LR,16336,257,16079,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4216.v1.fastGWA.gz
22617_5223,Job SOC coding: Metal working production and maintenance fitters,Binary,LR,16336,200,16136,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_5223.v1.fastGWA.gz
22617_7212,Job SOC coding: Customer care occupations,Binary,LR,16336,289,16047,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_7212.v1.fastGWA.gz
22617_9139,Job SOC coding: Labourers in process and plant operations n.e.c.,Binary,LR,16336,197,16139,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_9139.v1.fastGWA.gz
22617_3229,Job SOC coding: Therapists n.e.c.,Binary,MLM,16336,164,16172,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3229.v1.fastGWA.gz
22617_3539,Job SOC coding: Business and related associate professionals n.e.c.,Binary,LR,16336,369,15967,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3539.v1.fastGWA.gz
22617_3563,Job SOC coding: Vocational and industrial trainers and instructors,Binary,LR,16336,202,16134,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3563.v1.fastGWA.gz
22617_5241,Job SOC coding: Electricians, electrical fitters,Binary,LR,16336,192,16144,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_5241.v1.fastGWA.gz
22617_3561,Job SOC coding: Public service associate professionals,Binary,LR,16336,592,15744,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3561.v1.fastGWA.gz
22617_5434,Job SOC coding: Chefs, cooks,Binary,LR,16336,164,16172,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_5434.v1.fastGWA.gz
22617_4132,Job SOC coding: Pensions and insurance clerks,Binary,LR,16336,205,16131,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4132.v1.fastGWA.gz
22617_2122,Job SOC coding: Mechanical engineers,Binary,LR,16336,278,16058,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2122.v1.fastGWA.gz
22617_4114,Job SOC coding: Officers of non-governmental organisations,Binary,LR,16336,263,16073,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4114.v1.fastGWA.gz
22617_3113,Job SOC coding: Engineering technicians,Binary,LR,16336,198,16138,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3113.v1.fastGWA.gz
22617_2329,Job SOC coding: Researchers n.e.c.,Binary,LR,16336,203,16133,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2329.v1.fastGWA.gz
22617_4131,Job SOC coding: Filing and other records assistants/clerks,Binary,LR,16336,302,16034,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4131.v1.fastGWA.gz
22617_2411,Job SOC coding: Solicitors and lawyers, judges and coroners,Binary,LR,16336,171,16165,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2411.v1.fastGWA.gz
22617_8212,Job SOC coding: Van drivers,Binary,LR,16336,164,16172,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_8212.v1.fastGWA.gz
22617_3231,Job SOC coding: Youth and community workers,Binary,LR,16336,206,16130,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3231.v1.fastGWA.gz
22617_2316,Job SOC coding: Special needs education teaching professionals,Binary,LR,16336,250,16086,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2316.v1.fastGWA.gz
22617_1113,Job SOC coding: Senior officials in local government,Binary,LR,16336,247,16089,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1113.v1.fastGWA.gz
22617_2319,Job SOC coding: Teaching professionals n.e.c.,Binary,LR,16336,291,16045,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2319.v1.fastGWA.gz
22617_2131,Job SOC coding: IT strategy and planning professionals,Binary,LR,16336,315,16021,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2131.v1.fastGWA.gz
22617_2451,Job SOC coding: Librarians,Binary,LR,16336,225,16111,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2451.v1.fastGWA.gz
22617_1136,Job SOC coding: Information and communication technology managers,Binary,LR,16336,261,16075,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1136.v1.fastGWA.gz
22617_7211,Job SOC coding: Call centre agents/operators,Binary,LR,16336,166,16170,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_7211.v1.fastGWA.gz
22617_4212,Job SOC coding: Legal secretaries,Binary,LR,16336,206,16130,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4212.v1.fastGWA.gz
22617_2423,Job SOC coding: Management consultants, actuaries, economists and statisticians,Binary,LR,16336,184,16152,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2423.v1.fastGWA.gz
22617_3542,Job SOC coding: Sales representatives,Binary,MLM,16336,231,16105,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3542.v1.fastGWA.gz
22617_1121,Job SOC coding: Production, works and maintenance managers,Binary,LR,16336,195,16141,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1121.v1.fastGWA.gz
22617_2312,Job SOC coding: Further education teaching professionals,Binary,LR,16336,452,15884,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2312.v1.fastGWA.gz
22617_7112,Job SOC coding: Retail cashiers and check-out operators,Binary,LR,16336,170,16166,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_7112.v1.fastGWA.gz
22617_4213,Job SOC coding: School secretaries,Binary,MLM,16336,226,16110,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_4213.v1.fastGWA.gz
22617_8139,Job SOC coding: Assemblers and routine operatives n.e.c.,Binary,LR,16336,245,16091,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_8139.v1.fastGWA.gz
22617_6122,Job SOC coding: Childminders and related occupations,Binary,LR,16336,169,16167,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_6122.v1.fastGWA.gz
22617_1234,Job SOC coding: Shopkeepers and wholesale/retail dealers,Binary,LR,16336,290,16046,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1234.v1.fastGWA.gz
22617_2317,Job SOC coding: Registrars and senior administrators of educational establishments,Binary,LR,16336,264,16072,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2317.v1.fastGWA.gz
22617_2321,Job SOC coding: Scientific researchers,Binary,LR,16336,186,16150,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2321.v1.fastGWA.gz
22617_1137,Job SOC coding: Research and development managers,Binary,LR,16336,210,16126,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1137.v1.fastGWA.gz
22617_1122,Job SOC coding: Managers in construction,Binary,LR,16336,188,16148,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1122.v1.fastGWA.gz
22617_1181,Job SOC coding: Hospital and health service managers,Binary,LR,16336,174,16162,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1181.v1.fastGWA.gz
22617_2313,Job SOC coding: Education officers, school inspectors,Binary,LR,16336,204,16132,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_2313.v1.fastGWA.gz
22617_3312,Job SOC coding: Police officers (sergeant and below),Binary,LR,16336,245,16091,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_3312.v1.fastGWA.gz
22617_1114,Job SOC coding: Senior officials of special interest organisations,Binary,LR,16336,370,15966,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1114.v1.fastGWA.gz
22617_6124,Job SOC coding: Educational assistants,Binary,LR,16336,444,15892,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_6124.v1.fastGWA.gz
22617_1135,Job SOC coding: Personnel, training and industrial relations managers,Binary,LR,16336,189,16147,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1135.v1.fastGWA.gz
22617_7129,Job SOC coding: Sales related occupations n.e.c.,Binary,MLM,16336,205,16131,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_7129.v1.fastGWA.gz
22617_1152,Job SOC coding: Office managers,Binary,LR,16336,213,16123,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22617_1152.v1.fastGWA.gz
22618_0,Breathing problems improved/stopped away from workplace or on holiday: No,Binary,LR,16336,844,15492,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22618_0.v1.fastGWA.gz
22618_1,Breathing problems improved/stopped away from workplace or on holiday: Yes,Binary,LR,16336,463,15873,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22618_1.v1.fastGWA.gz
22619_0,Breathing problems responsible for leaving job: No,Binary,LR,16336,995,15341,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22619_0.v1.fastGWA.gz
22620_0,Job involved shift work: No,Binary,LR,16336,15486,850,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22620_0.v1.fastGWA.gz
22620_1,Job involved shift work: Yes,Binary,MLM,16336,4665,11671,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22620_1.v1.fastGWA.gz
22660_101,Gap coding: Paid work for less than 15 hours per week on average or lasting less than 6 months,Binary,MLM,12247,2762,9485,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22660_101.v1.fastGWA.gz
22660_106,Gap coding: Unable to work due to sickness or disability,Binary,MLM,12074,363,11711,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22660_106.v1.fastGWA.gz
22660_105,Gap coding: Looking after the home and/or family,Binary,MLM,12322,4271,8051,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22660_105.v1.fastGWA.gz
22660_103,Gap coding: Full-time or part-time education,Binary,LR,12271,2346,9925,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22660_103.v1.fastGWA.gz
22660_108,Gap coding: Retired,Binary,MLM,12471,9394,3077,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22660_108.v1.fastGWA.gz
22660_107,Gap coding: Unemployed,Binary,LR,12112,697,11415,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22660_107.v1.fastGWA.gz
22660_102,Gap coding: Unpaid or voluntary work,Binary,LR,12095,425,11670,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/22660_102.v1.fastGWA.gz
23099,Body fat percentage,Continuous,MLM,45143,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23099.v1.fastGWA.gz
23105,Basal metabolic rate,Continuous,MLM,45172,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/23105.v1.fastGWA.gz
30000,White blood cell (leukocyte) count,Continuous,MLM,44867,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30000.v1.fastGWA.gz
30010,Red blood cell (erythrocyte) count,Continuous,MLM,44866,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30010.v1.fastGWA.gz
30020,Haemoglobin concentration,Continuous,MLM,44867,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30020.v1.fastGWA.gz
30030,Haematocrit percentage,Continuous,MLM,44866,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30030.v1.fastGWA.gz
30040,Mean corpuscular volume,Continuous,MLM,44865,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30040.v1.fastGWA.gz
30050,Mean corpuscular haemoglobin,Continuous,MLM,44866,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30050.v1.fastGWA.gz
30060,Mean corpuscular haemoglobin concentration,Continuous,MLM,44865,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30060.v1.fastGWA.gz
30070,Red blood cell (erythrocyte) distribution width,Continuous,MLM,44865,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30070.v1.fastGWA.gz
30080,Platelet count,Continuous,MLM,44867,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30080.v1.fastGWA.gz
30090,Platelet crit,Continuous,MLM,44867,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30090.v1.fastGWA.gz
30100,Mean platelet (thrombocyte) volume,Continuous,MLM,44867,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30100.v1.fastGWA.gz
30110,Platelet distribution width,Continuous,MLM,44867,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30110.v1.fastGWA.gz
30120,Lymphocyte count,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30120.v1.fastGWA.gz
30130,Monocyte count,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30130.v1.fastGWA.gz
30140,Neutrophill count,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30140.v1.fastGWA.gz
30150,Eosinophill count,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30150.v1.fastGWA.gz
30160,Basophill count,Ordered_Categorical,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30160.v1.fastGWA.gz
30170,Nucleated red blood cell count,Ordered_Categorical,LR,44853,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30170.v1.fastGWA.gz
30180,Lymphocyte percentage,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30180.v1.fastGWA.gz
30190,Monocyte percentage,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30190.v1.fastGWA.gz
30200,Neutrophill percentage,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30200.v1.fastGWA.gz
30210,Eosinophill percentage,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30210.v1.fastGWA.gz
30220,Basophill percentage,Continuous,MLM,44856,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30220.v1.fastGWA.gz
30230,Nucleated red blood cell percentage,Ordered_Categorical,LR,44853,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30230.v1.fastGWA.gz
30240,Reticulocyte percentage,Continuous,MLM,42829,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30240.v1.fastGWA.gz
30250,Reticulocyte count,Continuous,MLM,42828,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30250.v1.fastGWA.gz
30260,Mean reticulocyte volume,Continuous,MLM,42829,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30260.v1.fastGWA.gz
30270,Mean sphered cell volume,Continuous,MLM,42829,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30270.v1.fastGWA.gz
30280,Immature reticulocyte fraction,Continuous,MLM,42829,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30280.v1.fastGWA.gz
30290,High light scatter reticulocyte percentage,Continuous,MLM,42829,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30290.v1.fastGWA.gz
30300,High light scatter reticulocyte count,Continuous,MLM,42828,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/30300.v1.fastGWA.gz
40006_C509,Type of cancer: ICD10: PHESANT recoding,Binary,MLM,46191,659,45532,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/40006_C509.v1.fastGWA.gz
40006_C443,Type of cancer: ICD10: PHESANT recoding,Binary,LR,46191,533,45658,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/40006_C443.v1.fastGWA.gz
40006_C61,Type of cancer: ICD10: PHESANT recoding,Binary,LR,46191,801,45390,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/40006_C61.v1.fastGWA.gz
40008,Age at cancer diagnosis,Continuous,LR,6874,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/40008.v1.fastGWA.gz
40009,Reported occurrences of cancer,Ordered_Categorical,LR,6874,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/40009.v1.fastGWA.gz
40012_3,Behaviour of cancer tumour: PHESANT recoding,Binary,MLM,46191,5668,40523,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/40012_3.v1.fastGWA.gz
40012_2,Behaviour of cancer tumour: PHESANT recoding,Binary,MLM,46191,1181,45010,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/40012_2.v1.fastGWA.gz
90012,Overall acceleration average,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90012.v1.fastGWA.gz
90013,Standard deviation of acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90013.v1.fastGWA.gz
90019,Monday average acceleration,Continuous,MLM,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90019.v1.fastGWA.gz
90020,Tuesday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90020.v1.fastGWA.gz
90021,Wednesday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90021.v1.fastGWA.gz
90022,Thursday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90022.v1.fastGWA.gz
90023,Friday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90023.v1.fastGWA.gz
90024,Saturday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90024.v1.fastGWA.gz
90025,Sunday average acceleration,Continuous,LR,14199,,,,http://data.qld.edu.au/public/Q1031/UKB_WES_v1/90025.v1.fastGWA.gz
